project_root,mapper_interface,method_name,param_count,source_file,line_number
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.mapper.FinCourierCompanyBillDetailMapper","selectOnlyByWaybillNo",1,"cirro-system/src/main/java/com/cds/finance/mapper/FinCourierCompanyBillDetailMapper.java",81
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.mapper.FinCourierCompanyBillMapper","selectWayBill",2,"cirro-system/src/main/java/com/cds/finance/mapper/FinCourierCompanyBillMapper.java",60
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.mapper.FinDeliverySignrateMapper","getReceiptSum",1,"cirro-system/src/main/java/com/cds/finance/mapper/FinDeliverySignrateMapper.java",70
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.mapper.FinSettingDeliveryCostAreaMapper","deleteOneByAreaId",1,"cirro-system/src/main/java/com/cds/finance/mapper/FinSettingDeliveryCostAreaMapper.java",41
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.mapper.FinSettingDeliveryCostAreaMapper","deletePostCodeByAreaId",1,"cirro-system/src/main/java/com/cds/finance/mapper/FinSettingDeliveryCostAreaMapper.java",43
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.mapper.FinSettingDeliveryCostAreaMapper","insertOne",1,"cirro-system/src/main/java/com/cds/finance/mapper/FinSettingDeliveryCostAreaMapper.java",34
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.mapper.FinSettingDeliveryCostAreaMapper","insertPostCodeBatch",2,"cirro-system/src/main/java/com/cds/finance/mapper/FinSettingDeliveryCostAreaMapper.java",36
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.mapper.FinSettingDeliveryCostAreaMapper","selectByPager",1,"cirro-system/src/main/java/com/cds/finance/mapper/FinSettingDeliveryCostAreaMapper.java",31
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.mapper.FinSettingDeliveryCostAreaMapper","selectByPostCodeList",2,"cirro-system/src/main/java/com/cds/finance/mapper/FinSettingDeliveryCostAreaMapper.java",49
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.mapper.FinSettingDeliveryCostAreaMapper","selectPostCodeByAreaIds",1,"cirro-system/src/main/java/com/cds/finance/mapper/FinSettingDeliveryCostAreaMapper.java",46
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.mapper.FinSettingDeliveryCostAreaMapper","updateOneById",1,"cirro-system/src/main/java/com/cds/finance/mapper/FinSettingDeliveryCostAreaMapper.java",39
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.mapper.FinSettingPaySettlementMapper","selectByPager",2,"cirro-system/src/main/java/com/cds/finance/mapper/FinSettingPaySettlementMapper.java",30
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.mapper.HolidaysMapper","cleanHolidayTime",1,"cirro-system/src/main/java/com/cds/finance/mapper/HolidaysMapper.java",83
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.mapper.HolidaysMapper","deleteMisWaybillHolidaysById",1,"cirro-system/src/main/java/com/cds/finance/mapper/HolidaysMapper.java",59
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.mapper.HolidaysMapper","deleteMisWaybillHolidaysByIds",1,"cirro-system/src/main/java/com/cds/finance/mapper/HolidaysMapper.java",67
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.trunkline.mapper.FinInvoiceInfoMapper","getById",1,"cirro-system/src/main/java/com/cds/finance/trunkline/mapper/FinInvoiceInfoMapper.java",28
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.trunkline.mapper.FinTrunkLineTransportBillDetailMapper","exportTransportDetail",3,"cirro-system/src/main/java/com/cds/finance/trunkline/mapper/FinTrunkLineTransportBillDetailMapper.java",42
"D:\git\usCode\dbu-mod-delivery","com.cds.finance.trunkline.mapper.FinTrunkLineTransportBillDetailMapper","queryByTaskId",1,"cirro-system/src/main/java/com/cds/finance/trunkline/mapper/FinTrunkLineTransportBillDetailMapper.java",34
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.AttachmentFileMapper","insertBatch",1,"cirro-system/src/main/java/com/cds/fms/dao/AttachmentFileMapper.java",22
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.CustomerFinanceParamMapper","selectByCustomerAndTime",4,"cirro-system/src/main/java/com/cds/fms/dao/CustomerFinanceParamMapper.java",23
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspChargeModeMapper","deleteByPrimaryKey",1,"cirro-system/src/main/java/com/cds/fms/dao/DspChargeModeMapper.java",17
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspChargeModeMapper","insert",1,"cirro-system/src/main/java/com/cds/fms/dao/DspChargeModeMapper.java",19
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspChargeModeMapper","selectByPrimaryKey",1,"cirro-system/src/main/java/com/cds/fms/dao/DspChargeModeMapper.java",23
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspChargeModeMapper","updateByPrimaryKey",1,"cirro-system/src/main/java/com/cds/fms/dao/DspChargeModeMapper.java",27
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspChargeModeMapper","updateByPrimaryKeySelective",1,"cirro-system/src/main/java/com/cds/fms/dao/DspChargeModeMapper.java",25
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspChargeRuleMapper","deleteByPrimaryKey",1,"cirro-system/src/main/java/com/cds/fms/dao/DspChargeRuleMapper.java",19
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspChargeRuleMapper","selectByStationId",1,"cirro-system/src/main/java/com/cds/fms/dao/DspChargeRuleMapper.java",29
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspClaimBillDetailMapper","deleteByPrimaryKey",1,"cirro-system/src/main/java/com/cds/fms/dao/DspClaimBillDetailMapper.java",21
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspClaimBillDetailMapper","selectByPrimaryKey",1,"cirro-system/src/main/java/com/cds/fms/dao/DspClaimBillDetailMapper.java",27
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspClaimBillTotalMapper","deleteByPrimaryKey",1,"cirro-system/src/main/java/com/cds/fms/dao/DspClaimBillTotalMapper.java",24
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspClaimBillTotalMapper","insert",1,"cirro-system/src/main/java/com/cds/fms/dao/DspClaimBillTotalMapper.java",26
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspClaimBillTotalMapper","updateByPrimaryKeySelective",1,"cirro-system/src/main/java/com/cds/fms/dao/DspClaimBillTotalMapper.java",35
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspDeliveryAuditLogMapper","insertSelective",1,"cirro-system/src/main/java/com/cds/fms/dao/DspDeliveryAuditLogMapper.java",29
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspDeliveryBillDetailMapper","deleteByPrimaryKey",1,"cirro-system/src/main/java/com/cds/fms/dao/DspDeliveryBillDetailMapper.java",24
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspDeliveryBillDetailMapper","insert",1,"cirro-system/src/main/java/com/cds/fms/dao/DspDeliveryBillDetailMapper.java",26
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspDeliveryBillDetailMapper","insertAll",1,"cirro-system/src/main/java/com/cds/fms/dao/DspDeliveryBillDetailMapper.java",50
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspDeliveryBillDetailMapper","selectByPrimaryKey",1,"cirro-system/src/main/java/com/cds/fms/dao/DspDeliveryBillDetailMapper.java",34
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspDeliveryBillDetailMapper","updateByPrimaryKey",1,"cirro-system/src/main/java/com/cds/fms/dao/DspDeliveryBillDetailMapper.java",38
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspDeliveryBillTotalMapper","deleteByPrimaryKey",1,"cirro-system/src/main/java/com/cds/fms/dao/DspDeliveryBillTotalMapper.java",21
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspDeliveryBillTotalMapper","getBillTotalBySelective",1,"cirro-system/src/main/java/com/cds/fms/dao/DspDeliveryBillTotalMapper.java",42
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspDeliveryBillTotalMapper","insert",1,"cirro-system/src/main/java/com/cds/fms/dao/DspDeliveryBillTotalMapper.java",23
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspDeliveryBillTotalMapper","selectByPrimaryKey",1,"cirro-system/src/main/java/com/cds/fms/dao/DspDeliveryBillTotalMapper.java",27
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspDeliveryBillTotalMapper","updateByPrimaryKeySelective",1,"cirro-system/src/main/java/com/cds/fms/dao/DspDeliveryBillTotalMapper.java",29
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspDeliveryDetailAdjustMapper","batchDel",1,"cirro-system/src/main/java/com/cds/fms/dao/DspDeliveryDetailAdjustMapper.java",48
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspDeliveryDetailAdjustMapper","getAdjustCountByPhase",1,"cirro-system/src/main/java/com/cds/fms/dao/DspDeliveryDetailAdjustMapper.java",44
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspDeliveryDetailAdjustMapper","selectByFlows",1,"cirro-system/src/main/java/com/cds/fms/dao/DspDeliveryDetailAdjustMapper.java",51
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.DspOperateLogMapper","insertBatch",1,"cirro-system/src/main/java/com/cds/fms/dao/DspOperateLogMapper.java",26
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.SettingDeliveryAreaPostcodeMapper","selectAllByAreaCode",1,"cirro-system/src/main/java/com/cds/fms/dao/SettingDeliveryAreaPostcodeMapper.java",19
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.SettingDeliveryAreaPostcodeMapper","selectAllByPostCode",1,"cirro-system/src/main/java/com/cds/fms/dao/SettingDeliveryAreaPostcodeMapper.java",17
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.SettingHolidaysMapper","findHolidaysIntervalDate",2,"cirro-system/src/main/java/com/cds/fms/dao/SettingHolidaysMapper.java",70
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.SettingHolidaysMapper","selectByDateWithIdsV2",3,"cirro-system/src/main/java/com/cds/fms/dao/SettingHolidaysMapper.java",62
"D:\git\usCode\dbu-mod-delivery","com.cds.fms.dao.SettingHolidaysMapper","selectTrackBreakInDate",2,"cirro-system/src/main/java/com/cds/fms/dao/SettingHolidaysMapper.java",77
"D:\git\usCode\dbu-mod-delivery","com.cds.gfd.mapper.GfdQuestionnaireMapper","delete",1,"cirro-system/src/main/java/com/cds/gfd/mapper/GfdQuestionnaireMapper.java",32
"D:\git\usCode\dbu-mod-delivery","com.cds.gfd.mapper.GfdQuestionnaireMapper","insert",1,"cirro-system/src/main/java/com/cds/gfd/mapper/GfdQuestionnaireMapper.java",23
"D:\git\usCode\dbu-mod-delivery","com.cds.gfd.mapper.GfdQuestionnaireMapper","load",1,"cirro-system/src/main/java/com/cds/gfd/mapper/GfdQuestionnaireMapper.java",46
"D:\git\usCode\dbu-mod-delivery","com.cds.gfd.mapper.GfdQuestionnaireMapper","pageList",2,"cirro-system/src/main/java/com/cds/gfd/mapper/GfdQuestionnaireMapper.java",53
"D:\git\usCode\dbu-mod-delivery","com.cds.gfd.mapper.GfdQuestionnaireMapper","selectByMonth",1,"cirro-system/src/main/java/com/cds/gfd/mapper/GfdQuestionnaireMapper.java",57
"D:\git\usCode\dbu-mod-delivery","com.cds.gfd.mapper.GfdQuestionnaireMapper","update",1,"cirro-system/src/main/java/com/cds/gfd/mapper/GfdQuestionnaireMapper.java",39
"D:\git\usCode\dbu-mod-delivery","com.cds.group.mapper.WaybillGroupDetailMapper","deleteByGroupIdAndWaybillNo",2,"cirro-system/src/main/java/com/cds/group/mapper/WaybillGroupDetailMapper.java",113
"D:\git\usCode\dbu-mod-delivery","com.cds.group.mapper.WaybillGroupMapper","calculateStatusAndQuantity",1,"cirro-system/src/main/java/com/cds/group/mapper/WaybillGroupMapper.java",87
"D:\git\usCode\dbu-mod-delivery","com.cds.group.mapper.WaybillGroupMapper","calculateStatusAndQuantityNew",1,"cirro-system/src/main/java/com/cds/group/mapper/WaybillGroupMapper.java",94
"D:\git\usCode\dbu-mod-delivery","com.cds.group.mapper.WaybillGroupMapper","findGroupList",1,"cirro-system/src/main/java/com/cds/group/mapper/WaybillGroupMapper.java",161
"D:\git\usCode\dbu-mod-delivery","com.cds.group.mapper.WaybillGroupScanMapper","deleteBag",2,"cirro-system/src/main/java/com/cds/group/mapper/WaybillGroupScanMapper.java",136
"D:\git\usCode\dbu-mod-delivery","com.cds.group.mapper.WaybillGroupScanMapper","deleteByGroupIdAndBagNumberAndContainerType",3,"cirro-system/src/main/java/com/cds/group/mapper/WaybillGroupScanMapper.java",132
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.AirWaybillNoQueryVoMapper","copyList",1,"cirro-system/src/main/java/com/cds/mapperStruct/AirWaybillNoQueryVoMapper.java",22
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.OfficialTrackMapStruct","expressTrackToTrackEventVO",1,"cirro-system/src/main/java/com/cds/mapperStruct/OfficialTrackMapStruct.java",23
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.OfficialTrackMapStruct","expressTrackToTrackEventVOList",1,"cirro-system/src/main/java/com/cds/mapperStruct/OfficialTrackMapStruct.java",33
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.OfficialTrackMapStruct","waybillToTrackVO",1,"cirro-system/src/main/java/com/cds/mapperStruct/OfficialTrackMapStruct.java",35
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.ProblemRecordMapStruct","voToRemoteVOList",1,"cirro-system/src/main/java/com/cds/mapperStruct/ProblemRecordMapStruct.java",31
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.ProblemRecordMapStruct","voToWaybillVO",1,"cirro-system/src/main/java/com/cds/mapperStruct/ProblemRecordMapStruct.java",22
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.ProblemRecordMapStruct","voToWaybillVOList",1,"cirro-system/src/main/java/com/cds/mapperStruct/ProblemRecordMapStruct.java",29
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.finance.FinSettingDeliveryCostAreaMapStruct","deliveryCostAreaToEntity",1,"cirro-system/src/main/java/com/cds/mapperStruct/finance/FinSettingDeliveryCostAreaMapStruct.java",27
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.i18n.DictMapStruct","dictDTOToEntity",1,"cirro-system/src/main/java/com/cds/mapperStruct/i18n/DictMapStruct.java",19
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.i18n.DictMapStruct","dictToDictVO",1,"cirro-system/src/main/java/com/cds/mapperStruct/i18n/DictMapStruct.java",21
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.i18n.I18nMapStruct","I18nDTOToI18n",1,"cirro-system/src/main/java/com/cds/mapperStruct/i18n/I18nMapStruct.java",23
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.i18n.I18nMapStruct","I18nImportVOToI18n",1,"cirro-system/src/main/java/com/cds/mapperStruct/i18n/I18nMapStruct.java",31
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.i18n.I18nMapStruct","I18nImportVOToI18nList",1,"cirro-system/src/main/java/com/cds/mapperStruct/i18n/I18nMapStruct.java",34
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.i18n.I18nMapStruct","I18nToI18nCacheVO",1,"cirro-system/src/main/java/com/cds/mapperStruct/i18n/I18nMapStruct.java",29
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.i18n.I18nMapStruct","I18nToI18nVO",1,"cirro-system/src/main/java/com/cds/mapperStruct/i18n/I18nMapStruct.java",27
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.i18n.I18nMapStruct","I18nVOToI18n",1,"cirro-system/src/main/java/com/cds/mapperStruct/i18n/I18nMapStruct.java",25
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.i18n.LookupItemMapStruct","lookupItemDTOToEntity",1,"cirro-system/src/main/java/com/cds/mapperStruct/i18n/LookupItemMapStruct.java",22
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.i18n.LookupItemMapStruct","lookupItemToItemCacheVO",1,"cirro-system/src/main/java/com/cds/mapperStruct/i18n/LookupItemMapStruct.java",25
"D:\git\usCode\dbu-mod-delivery","com.cds.mapperStruct.i18n.LookupItemMapStruct","lookupItemToItemCacheVOList",1,"cirro-system/src/main/java/com/cds/mapperStruct/i18n/LookupItemMapStruct.java",27
"D:\git\usCode\dbu-mod-delivery","com.cds.operation.mapper.ScanOperationLogMapper","selectListPage",1,"cirro-system/src/main/java/com/cds/operation/mapper/ScanOperationLogMapper.java",31
"D:\git\usCode\dbu-mod-delivery","com.cds.pickup.mapper.PickupMessageMapper","selectPickupMessageByPhone",1,"cirro-system/src/main/java/com/cds/pickup/mapper/PickupMessageMapper.java",30
"D:\git\usCode\dbu-mod-delivery","com.cds.problem.mapper.ConfigMapper","configValueByKey",1,"cirro-problem/src/main/java/com/cds/problem/mapper/ConfigMapper.java",19
"D:\git\usCode\dbu-mod-delivery","com.cds.problem.mapper.ProblemAppealLogMapper","selectByPager",1,"cirro-problem/src/main/java/com/cds/problem/mapper/ProblemAppealLogMapper.java",28
"D:\git\usCode\dbu-mod-delivery","com.cds.problem.mapper.ProblemClassifyMapper","getProblemClassifyNameByIds",1,"cirro-problem/src/main/java/com/cds/problem/mapper/ProblemClassifyMapper.java",50
"D:\git\usCode\dbu-mod-delivery","com.cds.problem.mapper.ProblemRecordsAddlMapper","getProblemRecordsAddl",1,"cirro-problem/src/main/java/com/cds/problem/mapper/ProblemRecordsAddlMapper.java",38
"D:\git\usCode\dbu-mod-delivery","com.cds.problem.mapper.ProblemRecordsAddlMapper","listProblemRecordsAddl",1,"cirro-problem/src/main/java/com/cds/problem/mapper/ProblemRecordsAddlMapper.java",22
"D:\git\usCode\dbu-mod-delivery","com.cds.problem.mapper.ProblemRecordsAddlMapper","updateProblemRecordsAddl",1,"cirro-problem/src/main/java/com/cds/problem/mapper/ProblemRecordsAddlMapper.java",54
"D:\git\usCode\dbu-mod-delivery","com.cds.problem.mapper.ProblemRecordsMapper","countWaitForHandleCommand",1,"cirro-problem/src/main/java/com/cds/problem/mapper/ProblemRecordsMapper.java",437
"D:\git\usCode\dbu-mod-delivery","com.cds.problem.mapper.ProblemRecordsMapper","listProblemCompletedRecords",1,"cirro-problem/src/main/java/com/cds/problem/mapper/ProblemRecordsMapper.java",303
"D:\git\usCode\dbu-mod-delivery","com.cds.problem.mapper.ProblemRecordsMapper","listProblemCompletedRecordsV2",1,"cirro-problem/src/main/java/com/cds/problem/mapper/ProblemRecordsMapper.java",312
"D:\git\usCode\dbu-mod-delivery","com.cds.problem.mapper.ProblemRecordsMapper","listProblemUnCompletedRecords",1,"cirro-problem/src/main/java/com/cds/problem/mapper/ProblemRecordsMapper.java",295
"D:\git\usCode\dbu-mod-delivery","com.cds.problem.mapper.ProblemRecordsMapper","selectProblemRecordsListNoType",1,"cirro-problem/src/main/java/com/cds/problem/mapper/ProblemRecordsMapper.java",448
"D:\git\usCode\dbu-mod-delivery","com.cds.problem.mapper.ProblemSettingsMapper","deleteSettingsProblemId",1,"cirro-problem/src/main/java/com/cds/problem/mapper/ProblemSettingsMapper.java",42
"D:\git\usCode\dbu-mod-delivery","com.cds.problem.mapper.ProblemSettingsMapper","updateSettings",1,"cirro-problem/src/main/java/com/cds/problem/mapper/ProblemSettingsMapper.java",28
"D:\git\usCode\dbu-mod-delivery","com.cds.problem.mapper.ProblemTypeMapper","deleteProblemTypeByIds",1,"cirro-problem/src/main/java/com/cds/problem/mapper/ProblemTypeMapper.java",91
"D:\git\usCode\dbu-mod-delivery","com.cds.problem.mapper.ProblemTypeMapper","getNameByProblemCodeList",1,"cirro-problem/src/main/java/com/cds/problem/mapper/ProblemTypeMapper.java",44
"D:\git\usCode\dbu-mod-delivery","com.cds.product.mapper.ProductChannelMapper","selectByPrimaryKey",1,"cirro-system/src/main/java/com/cds/product/mapper/ProductChannelMapper.java",24
"D:\git\usCode\dbu-mod-delivery","com.cds.recipient.mapper.RecipientWaybillInfoMapper","updateWaybillInfoById",1,"cirro-system/src/main/java/com/cds/recipient/mapper/RecipientWaybillInfoMapper.java",60
"D:\git\usCode\dbu-mod-delivery","com.cds.report.mapper.MisWaybillDispatchReportMapper","deleteMisWaybillDispatchReportById",1,"cirro-system/src/main/java/com/cds/report/mapper/MisWaybillDispatchReportMapper.java",56
"D:\git\usCode\dbu-mod-delivery","com.cds.report.mapper.MisWaybillDispatchReportMapper","deleteMisWaybillDispatchReportByIds",1,"cirro-system/src/main/java/com/cds/report/mapper/MisWaybillDispatchReportMapper.java",64
"D:\git\usCode\dbu-mod-delivery","com.cds.report.mapper.MisWaybillDispatchReportMapper","selectMisWaybillDispatchReportById",1,"cirro-system/src/main/java/com/cds/report/mapper/MisWaybillDispatchReportMapper.java",24
"D:\git\usCode\dbu-mod-delivery","com.cds.report.mapper.OptScanRateMapper","getOtherStandard",1,"cirro-system/src/main/java/com/cds/report/mapper/OptScanRateMapper.java",73
"D:\git\usCode\dbu-mod-delivery","com.cds.report.mapper.OptSignRateMapper","selectSelfData",1,"cirro-system/src/main/java/com/cds/report/mapper/OptSignRateMapper.java",76
"D:\git\usCode\dbu-mod-delivery","com.cds.report.mapper.OutWarhouseReportMapper","getPercentageByPackage",1,"cirro-system/src/main/java/com/cds/report/mapper/OutWarhouseReportMapper.java",19
"D:\git\usCode\dbu-mod-delivery","com.cds.report.mapper.ReportMapper","exportWaybillData",1,"cirro-system/src/main/java/com/cds/report/mapper/ReportMapper.java",31
"D:\git\usCode\dbu-mod-delivery","com.cds.report.mapper.ReportNodeMapper","batchUpdateArrived",1,"cirro-system/src/main/java/com/cds/report/mapper/ReportNodeMapper.java",76
"D:\git\usCode\dbu-mod-delivery","com.cds.report.mapper.ReportNodeMapper","batchUpdateUpdateData",1,"cirro-system/src/main/java/com/cds/report/mapper/ReportNodeMapper.java",74
"D:\git\usCode\dbu-mod-delivery","com.cds.report.mapper.ReportNodeMapper","insertBatch",1,"cirro-system/src/main/java/com/cds/report/mapper/ReportNodeMapper.java",72
"D:\git\usCode\dbu-mod-delivery","com.cds.report.mapper.ReportNodeMapper","selectMisReportNodeByOrderId",1,"cirro-system/src/main/java/com/cds/report/mapper/ReportNodeMapper.java",69
"D:\git\usCode\dbu-mod-delivery","com.cds.returnaddress.mapper.CustomerReturnAddressMapper","selectReturnAddressByUniqueKey",1,"cirro-system/src/main/java/com/cds/returnaddress/mapper/CustomerReturnAddressMapper.java",33
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RegionPolygonMapper","selectAreaByPost",1,"cirro-system/src/main/java/com/cds/routeplan/mapper/RegionPolygonMapper.java",35
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RegionPolygonMapper","selectAreaIdByCode",1,"cirro-system/src/main/java/com/cds/routeplan/mapper/RegionPolygonMapper.java",40
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RegionPolygonMapper","selectWaybillLocations",1,"cirro-system/src/main/java/com/cds/routeplan/mapper/RegionPolygonMapper.java",27
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RouteAssignTaskMapper","batchDeleteTask",1,"cirro-system/src/main/java/com/cds/routeplan/mapper/RouteAssignTaskMapper.java",54
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RouteAssignTaskMapper","deleteOtherTask",1,"cirro-system/src/main/java/com/cds/routeplan/mapper/RouteAssignTaskMapper.java",79
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RouteAssignTaskMapper","findEmptyWaybillLineList",2,"cirro-system/src/main/java/com/cds/routeplan/mapper/RouteAssignTaskMapper.java",46
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RouteAssignTaskMapper","findHandleWaybillList",2,"cirro-system/src/main/java/com/cds/routeplan/mapper/RouteAssignTaskMapper.java",29
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RouteDriverTaskMapper","findAddresseeScanCount",5,"cirro-system/src/main/java/com/cds/routeplan/mapper/RouteDriverTaskMapper.java",201
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RouteDriverTaskMapper","findAppleWaybillNoScanList",2,"cirro-system/src/main/java/com/cds/routeplan/mapper/RouteDriverTaskMapper.java",341
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RouteDriverTaskMapper","findWaitingClaimedTask",3,"cirro-system/src/main/java/com/cds/routeplan/mapper/RouteDriverTaskMapper.java",73
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RouteDriverTaskMapper","updateTaskWaybillAddresseeScan",3,"cirro-system/src/main/java/com/cds/routeplan/mapper/RouteDriverTaskMapper.java",171
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RouteLocationLogMapper","findTimeoutCount",1,"cirro-system/src/main/java/com/cds/routeplan/mapper/RouteLocationLogMapper.java",33
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RoutePlanLineMapper","deleteCircuitInfoById",2,"cirro-system/src/main/java/com/cds/routeplan/mapper/RoutePlanLineMapper.java",53
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RoutePlanLineMapper","deleteInfoByRoutePlanLine",1,"cirro-system/src/main/java/com/cds/routeplan/mapper/RoutePlanLineMapper.java",44
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RoutePlanResultMapper","getAppleFuturePlannedByWaybillNoList",2,"cirro-system/src/main/java/com/cds/routeplan/mapper/RoutePlanResultMapper.java",135
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RoutePlanTaskConsumeMapper","findConsumeList",0,"cirro-system/src/main/java/com/cds/routeplan/mapper/RoutePlanTaskConsumeMapper.java",24
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RoutePlanTaskMapper","insertRoutePlanTaskBatch",1,"cirro-system/src/main/java/com/cds/routeplan/mapper/RoutePlanTaskMapper.java",78
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RoutePlanTaskMapper","selectRoutePlanTaskHisPageV2ById",1,"cirro-system/src/main/java/com/cds/routeplan/mapper/RoutePlanTaskMapper.java",54
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RoutePlanTaskMapper","updateRoutePlanTaskDelFlagById",1,"cirro-system/src/main/java/com/cds/routeplan/mapper/RoutePlanTaskMapper.java",41
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RoutePlanTaskStopMapper","update",1,"cirro-system/src/main/java/com/cds/routeplan/mapper/RoutePlanTaskStopMapper.java",42
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RoutePlanTaskWaybillMapper","getWaybillDistanceList",1,"cirro-system/src/main/java/com/cds/routeplan/mapper/RoutePlanTaskWaybillMapper.java",206
"D:\git\usCode\dbu-mod-delivery","com.cds.routeplan.mapper.RoutePlanWaybillStopMapper","deleteByDataIdAndStop",2,"cirro-system/src/main/java/com/cds/routeplan/mapper/RoutePlanWaybillStopMapper.java",112
